Author,Title,Keywords,Year,Type Pulication,DOI
Naresh Sundar Rajan and Ramkiran Gouripeddi and Peter Mo and Randy K. Madsen and Julio C. Facelli,Towards a content agnostic computable knowledge repository for data quality assessment,"Data Quality Metadata Repository, Knowledge representation, Data quality assessment, Data quality dimensions, Data quality framework",2019,article,https://doi.org/10.1016/j.cmpb.2019.05.017
Rajiv Saran and Diane Steffick and Jennifer Bragg-Gresham,The China Kidney Disease Network (CK-NET): “Big Data—Big Dreams”,empty,2017,article,https://doi.org/10.1053/j.ajkd.2017.04.008
Konstantinos J. Chalvatzis and Hanif Malekpoor and Nishikant Mishra and Fiona Lettice and Sonal Choudhary,Sustainable resource allocation for power generation: The role of big data in enabling interindustry architectural innovation,"Energy innovation, Interindustry architectural innovation, Sustainable energy, Fuel mix, Grey TOPSIS, grey linear programming",2019,article,https://doi.org/10.1016/j.techfore.2018.04.031
V.N. Gudivada and M.T. Irfan and E. Fathi and D.L. Rao,Chapter 5 - Cognitive Analytics: Going Beyond Big Data Analytics and Machine Learning,"Cognitive analytics, Text analytics, Learning analytics, Educational data mining, Cognitive systems, Cognitive computing, Personalized learning, Data science, Machine learning, Big data analytics, Business analytics",2016,incollection,https://doi.org/10.1016/bs.host.2016.07.010
Prasad Calyam and Anup Mishra and Ronny Bazan Antequera and Dmitrii Chemodanov and Alex Berryman and Kunpeng Zhu and Carmen Abbott and Marjorie Skubic,Synchronous Big Data analytics for personalized and remote physical therapy,"Smart health care, Personalized remote physical therapy, Synchronous Big Data, Gigabit networking app",2016,article,https://doi.org/10.1016/j.pmcj.2015.09.004
Obinna Anya and Hissam Tawfik,Chapter 5 - Leveraging Big Data Analytics for Personalized Elderly Care: Opportunities and Challenges,"Elderly care, personalized care, independent living, ACTVAGE, Big Data analytics, CAPIM, lifestyle-oriented, context-awareness, framework",2016,incollection,https://doi.org/10.1016/B978-0-12-803468-2.00005-9
Tomer Gueta and Yohay Carmel,Quantifying the value of user-level data cleaning for big data: A case study using mammal distribution models,"Biodiversity informatics, Data-cleaning, SDM performance, MaxEnt, Australian mammals, Big-data",2016,article,https://doi.org/10.1016/j.ecoinf.2016.06.001
Krish Krishnan,Chapter 5 - Big Data Driving Business Value,"sensor data, machine data, social media, compliance, safety",2013,incollection,https://doi.org/10.1016/B978-0-12-405891-0.00005-2
Dirk U. Pfeiffer and Kim B. Stevens,Spatial and temporal epidemiological analysis in the Big Data era,"Data science, Exploratory analysis, Internet of Things, Modelling, Multi-criteria decision analysis, Spatial analysis, Visualisation",2015,article,https://doi.org/10.1016/j.prevetmed.2015.05.012
Samah Salem and Fouzia Benchikha,LODQuMa: A Free-ontology process for Linked (Open) Data quality management,"Linked Open Data, Quality assessment, Quality improvement, Synonym predicates, Profiling statistics, DBpedia",2021,article,https://doi.org/10.1016/j.jksuci.2021.06.001
Olivier Debauche and Sidi Ahmed Mahmoudi and Saïd Mahmoudi and Pierre Manneback,Cloud Platform using Big Data and HPC Technologies for Distributed and Parallels Treatments,"GPU, FPGA, MIC, CPU, TPU, Cloud, Big Data, parallel, distributed processing, heterogeneous cloud architecture",2018,article,https://doi.org/10.1016/j.procs.2018.10.156
Tsan-Ming Choi and Suyuan Luo,"Data quality challenges for sustainable fashion supply chain operations in emerging markets: Roles of blockchain, government sponsors and environment taxes","Fashion business operations, Supply chain centralization, Emerging markets, Sustainable operations, Social welfare",2019,article,https://doi.org/10.1016/j.tre.2019.09.019
Emanuele Fumeo and Luca Oneto and Davide Anguita,Condition Based Maintenance in Railway Transportation Systems Based on Big Data Streaming Analysis,"Big Data Streams, Data Analytics, Condition Based Maintenance, Intelligent Transporta- tion Systems, Online Learning, Model Selection",2015,article,https://doi.org/10.1016/j.procs.2015.07.321
Simon Elias Bibri and John Krogstie,ICT of the new wave of computing for sustainable urban forms: Their big data and context-aware augmented typologies and design concepts,"Sustainable urban forms, Smart sustainable cities, Big data analytics, Context-aware computing, Typologies and design concepts, Technologies and applications, ICT of the new wave of computing",2017,article,https://doi.org/10.1016/j.scs.2017.04.012
Gurparkash Singh and Duane Schulthess and Nigel Hughes and Bart Vannieuwenhuyse and Dipak Kalra,Real world big data for clinical research and drug development,empty,2018,article,https://doi.org/10.1016/j.drudis.2017.12.002
David Loshin,Chapter 11 - Developing the Big Data Roadmap,"Need for big data, organizational buy-in, team building, big data evangelist, application architect, data integration, platform architect, data scientist, proof of concept, big data pilot, technology evaluation, technology selection, data management, appliance, application development, YARN, MapReduce, SDLC, training, project scoping, platform scoping, problem data size, computational complexity, storage configuration, integration plan, maintenance, management, assessment",2013,incollection,https://doi.org/10.1016/B978-0-12-417319-4.00011-9
Weitian Tong,Chapter 5 - Machine learning for spatiotemporal big data in air pollution,"Air pollution, Fine particulate matter, Spatiotemporal interpolation, Machine learning, Deep learning",2020,incollection,https://doi.org/10.1016/B978-0-12-815822-7.00005-4
Charles S. Mayo and Marc L. Kessler and Avraham Eisbruch and Grant Weyburne and Mary Feng and James A. Hayman and Shruti Jolly and Issam {El Naqa} and Jean M. Moran and Martha M. Matuszak and Carlos J. Anderson and Lynn P. Holevinski and Daniel L. McShan and Sue M. Merkel and Sherry L. Machnak and Theodore S. Lawrence and Randall K. {Ten Haken},The big data effort in radiation oncology: Data mining or data farming?,empty,2016,article,https://doi.org/10.1016/j.adro.2016.10.001
Thiago Graca Ramos and Jean Cristian Ferreira Machado and Bruna Principe Vieira Cordeiro,Primary Education Evaluation in Brazil Using Big Data and Cluster Analysis,"Big Data, Data Warehouse, Cluster, Education, IDEB",2015,article,https://doi.org/10.1016/j.procs.2015.07.061
John R. Talburt and Yinle Zhou,Chapter 10 - CSRUD for Big Data,"Big Data, Hadoop Map/Reduce, Transitive Closure, Graph Component",2015,incollection,https://doi.org/10.1016/B978-0-12-800537-8.00010-7
Roberto Corizzo and Michelangelo Ceci and Nathalie Japkowicz,Anomaly Detection and Repair for Accurate Predictions in Geo-distributed Big Data,"Anomaly detection, Data repair, Geo-distributed big data, Spatial autocorrelation, Neural networks, Gradient-boosting",2019,article,https://doi.org/10.1016/j.bdr.2019.04.001
Fraser Sampson,Chapter 15 - The Legal Challenges of Big Data Application in Law Enforcement,"Dilemma, Human rights, Jurisdiction, Law enforcement, Privacy, Purpose limitation",2015,incollection,https://doi.org/10.1016/B978-0-12-801967-2.00015-X
Abhaya Kumar Sahoo and Sitikantha Mallik and Chittaranjan Pradhan and Bhabani Shankar Prasad Mishra and Rabindra Kumar Barik and Himansu Das,Chapter 9 - Intelligence-Based Health Recommendation System Using Big Data Analytics,"Big data analytics, Classification, Healthcare, Privacy preservation, Recommendation system",2019,incollection,https://doi.org/10.1016/B978-0-12-818146-1.00009-X
Yan Ye and Yang Zhao and Jennifer Shang and Liyi Zhang,A hybrid IT framework for identifying high-quality physicians using big data analytics,"Online healthcare communities, Physician identifying, Signaling theory, Machine learning, Topic modeling, Multi-criterion analysis",2019,article,https://doi.org/10.1016/j.ijinfomgt.2019.01.005
Krish Krishnan,Chapter 14 - Implementing the Big Data – Data Warehouse – Real-Life Situations,"Hadoop, RDBMS, NoSQL, transformation, architecture",2013,incollection,https://doi.org/10.1016/B978-0-12-405891-0.00014-3
Ibrahim Alghamdi and Christos Anagnostopoulos and Dimitrios P. Pezaros,Data quality-aware task offloading in Mobile Edge Computing: An Optimal Stopping Theory approach,"Mobile edge computing, Tasks offloading, Data quality, Optimal stopping theory, Sequential decision making",2021,article,https://doi.org/10.1016/j.future.2020.12.017
Shiliang Su and Zekun Li and Mengya Xu and Zhongliang Cai and Min Weng,"A geo-big data approach to intra-urban food deserts: Transit-varying accessibility, social inequalities, and implications for urban planning","Food geography, Healthy food access, Accessibility, Social inequalities, Transport mode, Multilevel regression",2017,article,https://doi.org/10.1016/j.habitatint.2017.04.007
April Reeve,Chapter 21 - Big Data Integration,empty,2013,incollection,https://doi.org/10.1016/B978-0-12-397167-8.00021-2
Norbert Jesse,Internet of Things and Big Data – The Disruption of the Value Chain and the Rise of New Software Ecosystems,"Internet of Things, Smart Factories, Big Data, Software Platforms, Data Science",2016,article,https://doi.org/10.1016/j.ifacol.2016.11.079
Martin M. Andreasen and Jens H.E. Christensen and Glenn D. Rudebusch,Term Structure Analysis with Big Data: One-Step Estimation Using Bond Prices,"Extended Kalman filter, Fixed-coupon bond prices, Arbitrage-free Nelson–Siegel model",2019,article,https://doi.org/10.1016/j.jeconom.2019.04.019
Nathan Brown and Jean Cambruzzi and Peter J. Cox and Mark Davies and James Dunbar and Dean Plumbley and Matthew A. Sellwood and Aaron Sim and Bryn I. Williams-Jones and Magdalena Zwierzyna and David W. Sheppard,Chapter Five - Big Data in Drug Discovery,"Big Data, Artificial intelligence, Drug discovery, Biology, Chemistry, Clinical trials",2018,incollection,https://doi.org/10.1016/bs.pmch.2017.12.003
Pierre-Francois D’Haese and Peter E. Konrad and Benoit M. Dawant,Chapter 13 - Big Data and Deep Brain Stimulation,"Atlas, Big data, Collaborative, CranialCloud, DBS, Normalization",2018,incollection,https://doi.org/10.1016/B978-0-12-805353-9.00013-9
Manel Souibgui and Faten Atigui and Saloua Zammali and Samira Cherfi and Sadok Ben Yahia,Data quality in ETL process: A preliminary study,"Business Intelligence & Analytics, ETL quality, Data, process quality, Talend Data Integration, Talend Data Quality",2019,article,https://doi.org/10.1016/j.procs.2019.09.223
Paul A. Mathew and Laurel N. Dunn and Michael D. Sohn and Andrea Mercado and Claudine Custudio and Travis Walter,Big-data for building energy performance: Lessons from assembling a very large national database of building energy use,"Buildings Performance Database, Building performance, Big data, Building data collection, Data-driven decision support",2015,article,https://doi.org/10.1016/j.apenergy.2014.11.042
Rajiv Ranjan and Dhavalkumar Thakker and Armin Haller and Rajkumar Buyya,A note on exploration of IoT generated big data using semantics,empty,2017,article,https://doi.org/10.1016/j.future.2017.06.032
Filip Dabek and Jesus J. Caban,Leveraging Big Data to Model the Likelihood of Developing Psychological Conditions After a Concussion,"Big Data, Machine Learning, Concussion, Informatics mild Traumatic Brain Injury",2015,article,https://doi.org/10.1016/j.procs.2015.07.303
Nadine Levin and Reza M. Salek and Christoph Steinbeck,Chapter 11 - From Databases to Big Data,"Databases, big data, metabolomics, metabolic phenotyping, data exchange, data warehousing",2016,incollection,https://doi.org/10.1016/B978-0-12-800344-2.00011-2
J.G. Enríquez and F.J. Domínguez-Mayo and M.J. Escalona and M. Ross and G. Staples,Entity reconciliation in big data sources: A systematic mapping study,"Systematic mapping study, Entity reconciliation, Heterogeneous databases, Big data",2017,article,https://doi.org/10.1016/j.eswa.2017.03.010
Alexander Markowetz and Konrad Błaszkiewicz and Christian Montag and Christina Switala and Thomas E. Schlaepfer,Psycho-Informatics: Big Data shaping modern psychometrics,empty,2014,article,https://doi.org/10.1016/j.mehy.2013.11.030
Shastri L Nimmagadda and Torsten Reiners and and {Gary Burke},Big Data Guided Design Science Information System (DSIS) Development for Sustainability Management and Accounting,"Design Science, Digital Ecosystem, Sustainability, Multidimensional Artefacts, Data Interpretation",2017,article,https://doi.org/10.1016/j.procs.2017.08.233
P. Mackie and F. Sim and C. Johnman,Big data! Big deal?,empty,2015,article,https://doi.org/10.1016/j.puhe.2015.02.013
Caroline Duvier and Daniel Neagu and Crina Oltean-Dumbrava and Dave Dickens,Data quality challenges in the UK social housing sector,"Social housing, Data quality",2018,article,https://doi.org/10.1016/j.ijinfomgt.2017.09.008
Li Lin and Wang Shuang and Liu Yifang and Wang Shouyang,A New Idea of Study on the Influence Factors of Companies’ Debt Costs in the Big Data Era,"debt cost, big data, quality of accounting information, corporate governance, LASSO method",2014,article,https://doi.org/10.1016/j.procs.2014.05.299
